DRIVER_NUMBER,ROW_RANK,NAT,LEG_KEY,LEG_STOP_KEY,SHP_ID,ORD_NUM,STOP_NUM,STOP_TYPE,PWR_UNT_ID,TRL_UNT_ID,TRL_TYPE,ITINERARY_UPDATED,MILES_DRIVEN,FUEL_CONSUMPTION,AVERAGE_SPEED,TIME_AT_STOP,INCIDENTS,CUSTOMER_SATISFACTION
42211,10,2024-01-06 01:57:11,ST421688896_3,ST771460933_2_2,ST930695699,2907495633,5,NFR,56970,TA977240,,2024-01-22 07:47:59,336.92,18.61,51.57,21,None,3
42211,5,2024-02-06 11:05:39,ST331492323_1,ST187790038_0_6,ST561376054,2602426261,8,D,59821,TA610223,,2024-02-23 09:17:38,128.39,12.87,70.74,22,None,3
31178,2,2024-01-19 21:59:41,ST040765279_6,ST086753149_0_4,ST600318388,2551653128,4,D,54200,TA294332,Type B,2024-01-28 09:15:51,219.67,53.32,68.62,97,None,2
31178,10,2024-01-10 22:50:39,ST829178482_4,ST512772703_8_2,ST551201058,2126905702,2,P,57545,TA756701,Type A,2024-02-23 19:20:45,136.63,12.38,41.17,66,None,4
31178,3,2024-03-31 12:33:54,ST003118207_6,ST513792617_7_6,ST716384024,2146985899,6,D,50681,TA174523,Type A,2024-04-02 08:05:08,413.88,18.03,70.93,102,None,4
31178,6,2024-03-18 10:13:23,ST674833954_9,ST078635223_5_0,ST730784966,2913078168,9,D,51945,TA917853,,2024-03-29 12:38:30,450.08,58.12,46.59,30,None,5
31178,6,2024-03-08 09:57:00,ST805047867_7,ST556287610_5_4,ST578447533,2247604810,4,NFR,56091,TA115956,Type B,2024-04-01 07:12:43,271.53,48.87,49.92,37,None,1
31178,2,2024-03-11 15:44:11,ST118191902_9,ST920093988_5_7,ST659180934,2353214585,5,D,52796,TA325761,Type A,2024-03-07 16:47:52,289.13,30.16,68.26,111,None,2
31178,7,2024-01-06 14:13:54,ST665796091_1,ST505746925_1_9,ST850744690,2246439296,5,P,56187,TA478073,,2024-03-25 14:30:09,484.66,34.53,56.65,95,None,4
31178,4,2024-03-07 09:37:44,ST761519670_9,ST877432431_2_3,ST471299885,2011982061,9,NFR,57167,TA951030,Type B,2024-01-03 13:03:32,160.52,38.87,50.45,102,None,1
31178,10,2024-03-01 09:06:07,ST652596093_1,ST856859644_0_6,ST711853085,2283406091,7,P,55163,TA038753,Type B,2024-01-14 14:06:37,96.53,28.75,42.31,63,None,1
31178,4,2024-01-18 11:37:22,ST744840358_6,ST895199859_5_2,ST640866374,2554675201,4,D,58130,TA396222,,2024-04-01 00:32:11,51.31,42.23,45.65,20,Mechanical Issue,3
39062,1,2024-01-16 03:45:03,ST803243360_6,ST335660836_6_1,ST548426066,2158946956,5,P,55908,TA687164,Type B,2024-03-21 08:29:56,102.01,41.45,59.61,39,None,3
39062,8,2024-03-27 04:29:13,ST808716349_4,ST517393883_8_5,ST541042217,2552605580,5,P,55039,TA520001,,2024-02-14 14:04:38,105.42,57.47,78.96,119,None,2
39062,6,2024-01-26 22:01:10,ST435576907_2,ST697481155_1_4,ST546800621,2990366739,3,P,52785,TA946405,,2024-03-09 18:38:13,371.12,54.01,75.86,44,None,5
39062,5,2024-01-30 17:28:58,ST506738525_0,ST046181602_4_2,ST698505930,2946052186,3,NFR,55829,TA887181,Type B,2024-01-13 12:48:26,298.53,35.77,48.47,111,None,1
39062,2,2024-01-08 21:22:37,ST575697863_6,ST618095987_0_8,ST919488014,2053638025,5,P,57807,TA601919,Type A,2024-01-15 19:55:54,165.71,12.16,56.63,32,None,2
39062,6,2024-03-29 15:31:41,ST753996681_8,ST500595306_4_8,ST198121735,2557772519,1,P,57441,TA055742,Type A,2024-01-22 06:40:51,241.32,55.26,62.99,94,Accident,2
39062,2,2024-02-10 01:37:13,ST074579939_8,ST360453300_1_8,ST119903197,2147461655,2,D,51062,TA784222,Type A,2024-03-13 00:46:04,422.79,29.97,42.9,37,None,1
39062,10,2024-02-08 06:30:36,ST271728378_0,ST413788280_3_0,ST186633085,2027422026,2,P,50350,TA951910,,2024-02-23 22:44:18,292.54,30.99,62.84,91,None,1
39062,8,2024-01-23 17:55:16,ST673192568_2,ST646467133_3_4,ST438722255,2329354253,8,NFR,57701,TA086505,Type A,2024-02-08 04:02:47,336.41,46.27,41.7,53,None,5
39062,5,2024-03-21 01:03:00,ST346466240_0,ST868858542_7_9,ST246710810,2848360173,2,D,57056,TA893327,,2024-03-19 16:21:41,268.52,52.5,47.1,104,None,5
88360,4,2024-02-16 12:24:59,ST063925345_5,ST491536435_1_7,ST170658042,2300711291,4,D,59990,TA984865,Type B,2024-01-15 10:43:47,104.56,23.49,72.71,54,None,1
88360,4,2024-02-02 15:56:40,ST369631579_2,ST206701677_4_1,ST870558424,2186430994,1,P,57600,TA896237,Type A,2024-02-02 01:05:58,314.5,59.52,41.72,80,None,4
88360,9,2024-01-21 15:44:15,ST948848949_8,ST965908935_0_1,ST051042261,2647717844,2,D,56562,TA505760,Type A,2024-03-24 16:35:48,57.05,58.46,59.88,24,None,5
88360,10,2024-03-21 04:52:29,ST965038549_7,ST648539693_8_7,ST752491865,2510702830,2,NFR,50168,TA111604,Type A,2024-01-19 14:42:37,283.02,42.98,72.83,104,Minor Traffic Violation,3
88360,1,2024-02-09 11:58:01,ST833570573_3,ST522044221_7_0,ST793433400,2404115694,8,D,50408,TA937445,Type B,2024-01-20 04:56:18,479.85,21.04,64.54,100,Minor Traffic Violation,4
88360,4,2024-03-04 11:49:28,ST642562817_5,ST396592542_4_0,ST447717405,2511634343,1,D,55984,TA776715,,2024-01-27 17:47:20,462.05,21.69,72.11,38,None,2
88360,1,2024-04-01 21:02:54,ST823426111_8,ST882267981_3_2,ST150402765,2890105700,9,NFR,57515,TA524591,Type A,2024-02-07 19:09:20,492.75,11.24,43.68,33,Mechanical Issue,4
88360,8,2024-01-01 09:56:00,ST806749808_9,ST109054277_0_9,ST763763332,2476841176,2,NFR,53820,TA183606,,2024-01-10 08:49:29,354.67,22.54,75.96,61,Accident,1
88360,6,2024-01-06 05:04:42,ST781422381_7,ST889922791_1_8,ST679094505,2464119751,10,P,51992,TA868831,,2024-01-24 17:29:50,257.71,17.56,79.72,42,None,3
88360,10,2024-04-02 12:28:03,ST613933292_1,ST470622159_1_3,ST069391949,2501021189,8,NFR,56706,TA916371,Type A,2024-03-02 07:19:06,370.64,10.63,77.44,82,None,5
25900,4,2024-02-23 04:54:09,ST899208395_1,ST783034470_3_9,ST958698508,2047484925,3,D,54014,TA623485,Type B,2024-02-02 01:25:44,276.69,33.9,59.26,74,None,4
25900,8,2024-04-02 14:07:39,ST942926310_7,ST719836768_5_3,ST475282446,2126917353,3,D,53584,TA836736,Type A,2024-04-06 20:10:39,494.5,50.58,47.23,45,None,5
25900,8,2024-03-30 19:28:28,ST038060244_9,ST790090294_5_1,ST570602085,2331756616,6,D,59063,TA164119,Type A,2024-02-22 19:17:34,200.54,40.5,42.36,75,Mechanical Issue,2
25900,9,2024-01-27 22:58:16,ST737520254_1,ST647039306_0_5,ST474000924,2315987852,8,NFR,56087,TA605525,Type A,2024-02-09 17:07:03,317.76,45.36,47.39,95,None,1
25900,1,2024-03-07 23:25:37,ST918585185_4,ST963145099_2_2,ST406262275,2734291566,3,D,50848,TA320792,,2024-04-08 06:16:48,112.49,11.09,52.52,109,None,5
25900,2,2024-02-29 20:24:20,ST302269531_4,ST588059587_6_7,ST824463006,2755239817,4,P,55746,TA521096,,2024-02-16 19:43:12,430.05,14.0,40.04,73,None,4
25900,4,2024-02-27 09:31:44,ST659233014_4,ST172605809_5_9,ST664156446,2228444451,5,D,50324,TA487646,Type B,2024-04-08 10:36:04,289.26,40.62,64.77,88,None,4
25900,1,2024-03-30 18:02:07,ST130118268_2,ST469581148_0_4,ST637517667,2396137968,9,P,55384,TA428082,Type B,2024-03-22 05:50:25,421.95,13.78,62.31,51,None,5
25900,6,2024-03-01 00:47:16,ST434695372_9,ST505402838_3_3,ST715441777,2670354203,10,P,53706,TA434025,Type B,2024-03-04 16:56:07,371.14,14.43,76.23,112,None,1
25900,4,2024-01-08 07:23:49,ST791381084_1,ST680334835_1_4,ST057355055,2614617172,8,NFR,54608,TA330481,,2024-04-04 18:14:40,265.07,33.28,68.05,94,None,4
58713,10,2024-03-02 14:02:31,ST178104739_1,ST305330228_3_7,ST751796079,2188505235,10,D,58428,TA893739,Type B,2024-02-24 11:55:48,112.43,26.39,67.43,26,None,5
58713,4,2024-02-14 00:55:32,ST522120581_6,ST970773352_3_3,ST665186683,2485541810,2,P,56500,TA869309,,2024-03-29 02:04:49,196.15,35.0,59.78,73,None,1
58713,6,2024-01-23 01:18:14,ST420410745_9,ST605598443_5_6,ST214568507,2440534601,6,NFR,54604,TA198800,Type B,2024-01-02 12:06:32,345.19,38.04,48.07,72,Minor Traffic Violation,1
58713,5,2024-02-15 10:01:25,ST086952598_2,ST509202361_9_3,ST510218023,2914036694,10,P,52235,TA628778,Type B,2024-01-03 11:47:21,90.73,22.11,64.88,20,None,1
58713,5,2024-01-16 10:47:24,ST181263951_1,ST616006383_1_0,ST587129627,2355034218,2,D,52028,TA161119,,2024-02-08 07:16:43,483.23,44.54,66.44,92,None,5
58713,10,2024-02-27 03:14:46,ST852683118_2,ST286527851_3_6,ST214394332,2039135876,9,NFR,53000,TA147748,,2024-01-14 03:55:09,279.81,55.45,76.16,92,None,3
58713,2,2024-01-14 02:52:37,ST431456173_7,ST387694872_9_1,ST925491577,2950401010,9,NFR,57343,TA152609,Type A,2024-02-25 17:49:38,60.72,15.79,47.38,62,None,3
58713,5,2024-01-29 07:18:47,ST379468949_6,ST273480269_2_2,ST940671279,2336177518,8,NFR,58003,TA346709,,2024-02-26 09:39:21,183.13,50.38,75.35,52,None,1
58713,3,2024-02-16 07:27:06,ST164025461_8,ST405601989_4_8,ST616445444,2228488170,2,P,56835,TA723123,Type A,2024-04-03 17:31:51,98.49,23.09,46.52,23,None,1
58713,10,2024-02-20 02:48:21,ST666524319_0,ST260650243_4_2,ST043714308,2456274893,9,NFR,54185,TA857088,Type A,2024-01-30 22:17:33,62.44,52.77,51.89,51,None,3
67290,9,2024-03-22 05:00:37,ST981963480_6,ST538898390_1_5,ST575890476,2449911471,5,NFR,52398,TA067774,,2024-01-22 16:16:14,110.02,14.67,55.36,40,None,3
67290,8,2024-02-22 04:47:22,ST044441689_7,ST737059517_3_9,ST366413370,2796869951,6,D,50904,TA462814,,2024-02-12 02:58:25,297.8,41.35,69.02,68,Minor Traffic Violation,1
67290,1,2024-02-15 20:03:21,ST077599474_3,ST937868640_0_7,ST307163743,2766273991,3,D,52959,TA122844,Type A,2024-01-22 02:23:08,209.57,24.45,52.9,57,None,5
67290,3,2024-04-04 09:09:55,ST071586547_9,ST031114868_1_9,ST140491530,2098170678,2,NFR,57634,TA537574,Type B,2024-04-03 23:17:24,366.39,39.9,49.85,45,Minor Traffic Violation,3
67290,10,2024-01-25 15:17:23,ST099919946_3,ST542197522_4_3,ST147607416,2971932825,10,NFR,50824,TA796708,Type A,2024-03-23 02:27:55,220.39,22.56,58.06,110,None,2
67290,4,2024-01-13 11:15:06,ST433531567_4,ST562121844_7_3,ST701457222,2653213841,6,D,50208,TA809828,Type B,2024-02-27 21:02:34,365.81,15.74,42.24,104,None,4
67290,3,2024-03-01 02:48:19,ST414031662_7,ST748853536_0_3,ST863943740,2544024022,8,D,57815,TA717702,Type A,2024-01-19 20:47:45,89.53,56.3,41.68,50,None,3
67290,5,2024-03-29 05:40:12,ST866137805_1,ST747310726_0_4,ST458158489,2070798877,9,D,56446,TA569692,,2024-02-12 11:02:48,263.95,19.08,56.13,115,Mechanical Issue,4
67290,6,2024-03-20 10:38:41,ST104938366_4,ST589491097_1_6,ST644702239,2914043305,9,D,53875,TA339945,,2024-02-29 14:13:21,131.11,36.24,76.68,98,None,2
67290,3,2024-02-05 10:06:21,ST454569413_7,ST408751205_0_2,ST582855959,2033649609,5,D,59826,TA250521,,2024-02-14 13:35:30,499.74,40.22,42.47,26,None,3
59452,5,2024-01-21 15:47:39,ST817493673_0,ST398896246_3_2,ST354046802,2426463702,3,NFR,59527,TA820598,Type B,2024-01-18 22:55:40,157.76,56.6,56.44,94,None,3
59452,5,2024-01-18 19:06:40,ST394066973_9,ST996255152_5_0,ST738207396,2676920347,1,D,50099,TA385606,Type B,2024-03-08 06:29:25,286.12,14.17,69.39,54,None,3
59452,7,2024-01-19 18:42:34,ST975070229_5,ST902104996_0_4,ST375173608,2588768852,9,P,52871,TA640493,,2024-01-26 13:07:30,167.76,41.8,55.22,76,None,3
59452,1,2024-02-14 03:37:22,ST790410723_9,ST367919676_8_2,ST523091445,2575556729,9,P,57745,TA388301,Type B,2024-02-14 12:00:35,329.34,19.24,69.86,73,None,1
59452,1,2024-01-11 07:48:42,ST080998663_9,ST711794386_9_5,ST745978015,2005971218,10,P,56791,TA634713,Type A,2024-03-07 17:59:18,416.65,50.21,54.06,58,None,5
59452,6,2024-02-02 06:31:15,ST896310481_1,ST442868307_7_8,ST554673921,2033125640,2,P,54852,TA097664,,2024-02-07 18:04:13,468.1,36.35,70.88,87,None,3
59452,2,2024-01-12 03:39:50,ST674845036_0,ST241237353_7_8,ST988484255,2449873756,10,NFR,56834,TA437065,,2024-01-24 14:48:07,441.81,32.63,50.53,104,None,2
59452,8,2024-03-11 19:01:53,ST960728340_0,ST887105570_7_3,ST320479139,2318011311,8,D,54081,TA089930,Type B,2024-03-31 18:37:40,140.47,34.42,57.95,23,None,4
59452,7,2024-01-14 22:21:57,ST565615859_6,ST630335552_7_6,ST395964195,2848284781,4,D,52630,TA103285,,2024-03-10 03:35:14,373.15,34.56,65.79,53,None,4
59452,10,2024-02-18 16:27:19,ST534682035_7,ST928586339_2_8,ST111066232,2347612199,6,D,53571,TA654744,Type A,2024-01-24 13:55:41,200.82,50.67,57.63,73,None,4
30391,8,2024-04-08 16:36:03,ST165366368_6,ST698561555_8_4,ST095724044,2197134591,4,P,55892,TA667874,,2024-02-17 19:28:33,478.9,49.01,54.25,101,Minor Traffic Violation,3
30391,3,2024-02-03 17:54:11,ST587030180_3,ST084465839_7_4,ST901279716,2039218938,10,NFR,51805,TA105981,Type A,2024-03-30 05:22:27,248.71,57.91,56.76,32,Mechanical Issue,3
30391,6,2024-03-09 05:03:32,ST481845642_0,ST852258730_8_5,ST291779872,2564849046,9,D,54974,TA559023,Type A,2024-02-29 20:56:26,204.53,54.78,47.72,43,None,1
30391,7,2024-03-17 01:52:08,ST936202382_7,ST800318602_9_8,ST065027003,2110789608,4,D,50731,TA960563,Type B,2024-03-20 15:04:56,189.89,51.58,43.29,67,None,1
30391,6,2024-01-25 08:51:35,ST488035203_8,ST133226183_5_9,ST049576679,2632739852,1,D,54800,TA602145,Type B,2024-02-26 14:11:30,228.25,56.9,40.16,66,None,1
30391,4,2024-03-08 14:54:15,ST776358473_3,ST649305833_0_7,ST383344853,2369188941,6,P,52463,TA945080,Type B,2024-03-23 23:48:12,221.72,42.48,62.63,64,None,3
30391,9,2024-03-06 00:33:35,ST190336991_5,ST373491072_4_5,ST236484386,2156555377,5,NFR,54030,TA095586,Type A,2024-03-07 09:02:03,238.42,20.03,64.23,46,Minor Traffic Violation,3
30391,10,2024-02-01 15:04:26,ST619430285_8,ST451125996_3_3,ST978859169,2272186419,10,NFR,54977,TA642675,,2024-01-04 23:03:45,211.11,47.27,56.79,26,None,1
30391,5,2024-01-10 03:15:12,ST160560285_7,ST753698234_1_6,ST606635712,2111485601,4,NFR,56673,TA373764,Type A,2024-02-23 17:30:36,355.42,11.28,50.46,66,None,1
30391,9,2024-04-07 14:11:13,ST847925402_4,ST542184334_9_1,ST828333667,2495958294,4,NFR,59207,TA603892,Type B,2024-03-01 03:55:59,334.72,30.77,65.32,84,None,5
90783,10,2024-01-15 09:44:28,ST676879767_2,ST190473269_2_2,ST888785558,2382380818,7,P,53835,TA905386,Type A,2024-01-01 21:46:10,135.16,15.21,44.6,111,Accident,5
90783,9,2024-01-22 06:34:55,ST601959716_9,ST202228232_5_9,ST694142662,2691599814,3,D,50559,TA652622,,2024-02-24 10:57:08,78.66,50.83,76.77,18,None,3
90783,5,2024-02-12 05:07:07,ST095805703_4,ST004550152_5_9,ST267879547,2110981708,1,P,51783,TA584407,Type A,2024-01-05 19:16:19,375.18,53.07,64.99,16,None,4
90783,5,2024-02-04 17:30:26,ST653650745_6,ST731349771_0_5,ST462172925,2023015635,7,D,55037,TA686717,Type A,2024-04-01 17:55:45,130.73,51.55,41.27,24,None,5
90783,10,2024-03-13 00:05:21,ST393803550_7,ST156686812_1_0,ST205019146,2608673213,1,D,59032,TA437206,Type A,2024-03-16 01:59:55,262.47,45.5,44.16,97,None,3
90783,1,2024-03-24 07:00:40,ST408764584_7,ST598377938_1_1,ST288229522,2334721034,5,P,51592,TA251657,Type B,2024-02-20 22:46:56,321.51,36.18,51.57,55,None,5
90783,5,2024-03-09 00:29:00,ST329552120_4,ST767710828_5_0,ST119808708,2626461552,7,P,52786,TA739750,Type A,2024-02-15 09:27:57,338.57,22.3,44.47,85,None,5
90783,3,2024-03-09 02:04:23,ST799124200_4,ST245948396_8_0,ST965467057,2434094688,3,NFR,56552,TA366620,Type B,2024-04-02 19:15:43,68.35,48.06,55.03,112,None,4
90783,9,2024-03-19 08:29:28,ST907749642_9,ST506015060_7_9,ST795711611,2369221041,10,P,58341,TA689300,Type A,2024-03-12 20:51:35,391.55,57.0,57.42,20,None,4
90783,6,2024-02-05 18:42:28,ST085708690_9,ST282187847_8_3,ST813340703,2003217287,9,D,59821,TA019250,Type A,2024-03-12 12:17:18,230.58,38.29,44.18,69,None,3
52958,2,2024-03-02 01:59:54,ST157246780_1,ST304666686_9_6,ST596565871,2451199600,10,NFR,54648,TA249122,Type B,2024-01-28 10:43:59,234.09,23.96,71.55,23,None,3
52958,5,2024-03-31 19:23:20,ST358335073_8,ST854545711_0_3,ST754771245,2527646204,2,NFR,50310,TA414560,Type B,2024-04-01 21:30:41,212.69,25.52,52.31,95,None,2
52958,8,2024-01-07 17:17:14,ST918648521_1,ST397154572_7_8,ST576899780,2084271872,5,NFR,55933,TA519002,,2024-04-07 14:46:30,105.47,50.42,77.49,84,None,3
52958,10,2024-04-06 08:27:06,ST561527841_9,ST882742210_2_8,ST062840489,2108240624,3,D,54350,TA198515,,2024-02-24 23:28:06,148.42,34.46,63.37,53,None,3
52958,10,2024-02-07 03:12:17,ST292986422_1,ST744071404_3_9,ST443355726,2628216726,6,NFR,54687,TA134724,,2024-02-13 02:11:51,141.36,13.5,71.96,22,None,2
52958,3,2024-02-17 17:22:32,ST015137437_8,ST592872874_5_1,ST803857235,2888832636,1,NFR,54929,TA536850,Type B,2024-02-07 04:15:51,68.61,50.33,49.0,86,None,2
52958,1,2024-03-13 14:11:49,ST387287564_1,ST902035246_0_5,ST353984637,2042409831,4,D,50391,TA841575,Type B,2024-02-22 19:41:04,187.62,36.68,75.79,97,None,4
52958,10,2024-04-08 22:30:38,ST354613931_0,ST355777506_2_6,ST089657864,2311600744,7,P,51798,TA251042,,2024-01-24 11:00:08,59.29,14.52,77.89,106,None,4
52958,1,2024-01-21 02:12:30,ST851824084_6,ST783381744_9_7,ST903818643,2527383932,6,NFR,54764,TA076261,Type B,2024-01-15 14:41:26,494.44,36.21,61.42,34,None,1
52958,9,2024-03-11 10:10:03,ST926295245_8,ST805298918_0_8,ST001231657,2627781970,4,D,53827,TA720714,Type B,2024-01-30 21:11:17,321.27,15.04,48.52,98,None,5
30006,7,2024-02-27 14:43:27,ST598674989_7,ST793223271_0_9,ST643773456,2034731567,5,D,56282,TA238169,Type A,2024-02-16 15:36:33,84.84,18.17,58.89,103,None,3
30006,10,2024-03-15 15:41:30,ST966190299_8,ST922472950_7_5,ST449870862,2967280795,7,NFR,59493,TA906839,,2024-03-04 10:02:59,178.41,21.86,77.99,84,None,3
30006,3,2024-03-12 11:15:16,ST308294865_6,ST956894903_2_5,ST964549236,2936429348,3,D,54976,TA638959,,2024-01-20 10:47:30,301.16,50.1,57.4,16,None,2
30006,9,2024-01-02 23:06:00,ST288554854_8,ST466721363_8_9,ST340742496,2898359253,1,NFR,57604,TA398823,Type B,2024-02-13 16:22:09,400.65,39.22,54.07,46,None,4
30006,2,2024-01-02 07:13:51,ST112681877_5,ST287814555_2_5,ST673183254,2319336554,9,NFR,56821,TA256920,Type A,2024-03-17 06:54:13,492.42,51.17,72.75,102,None,2
30006,3,2024-02-22 00:04:27,ST307018398_3,ST994029291_2_1,ST813058588,2064599151,3,D,57958,TA949326,,2024-03-04 11:41:32,253.8,45.52,49.09,119,Mechanical Issue,4
30006,8,2024-02-08 08:12:26,ST809867003_9,ST909438845_9_3,ST071098828,2550795170,4,NFR,56576,TA327882,Type A,2024-01-07 23:29:16,112.61,52.66,69.53,89,Minor Traffic Violation,3
30006,1,2024-03-18 08:46:18,ST460259001_0,ST449954243_9_3,ST954214026,2117707280,10,NFR,58247,TA457312,Type A,2024-02-26 16:22:04,124.62,11.99,48.81,90,None,3
30006,8,2024-02-02 12:56:09,ST488186744_9,ST197210803_5_3,ST848296063,2137833718,7,P,58215,TA185411,Type A,2024-02-23 02:53:31,177.04,10.12,70.66,75,Mechanical Issue,2
30006,6,2024-02-23 21:50:19,ST089595348_8,ST215306848_0_1,ST556580205,2364218211,4,NFR,55265,TA657830,,2024-02-13 19:42:57,288.39,52.13,74.27,80,None,1
84922,5,2024-01-11 13:08:49,ST231467217_5,ST229723784_2_6,ST509507921,2560948069,9,NFR,54747,TA701803,,2024-03-21 10:32:45,377.97,49.03,64.68,103,None,5
84922,10,2024-04-03 19:25:59,ST316908176_1,ST373261444_8_0,ST611550736,2847123375,2,D,50207,TA321835,,2024-02-13 04:24:31,308.8,21.97,70.48,59,Minor Traffic Violation,5
84922,7,2024-03-18 17:50:35,ST331394948_5,ST033143168_4_7,ST495677462,2799925584,9,D,52167,TA055071,,2024-01-06 02:09:12,97.27,46.5,61.88,62,None,5
84922,2,2024-01-07 11:46:36,ST852564281_7,ST005586196_2_5,ST807465925,2658222046,1,NFR,58387,TA769956,,2024-03-05 18:13:25,134.23,49.31,44.51,77,Minor Traffic Violation,5
84922,6,2024-01-17 12:22:55,ST728457560_3,ST995092288_3_1,ST121153029,2428618597,1,P,58444,TA405961,Type A,2024-04-06 09:53:07,432.91,11.61,57.48,97,None,5
84922,2,2024-02-28 01:48:14,ST998003872_0,ST939908209_4_3,ST558046950,2090817698,8,P,59469,TA783712,Type A,2024-02-08 03:41:15,84.51,19.15,78.96,18,Accident,3
84922,1,2024-01-13 08:28:03,ST239019556_9,ST427993760_3_4,ST610826389,2095181515,5,NFR,51591,TA932397,Type B,2024-03-10 08:49:42,65.35,26.86,49.86,17,None,2
84922,3,2024-03-04 17:15:19,ST143484035_7,ST505318129_7_6,ST501302386,2339543372,4,D,53234,TA070013,,2024-01-07 08:31:25,485.52,58.93,68.49,34,None,1
84922,10,2024-04-02 13:36:49,ST065891204_0,ST564162533_7_0,ST870464881,2144527058,10,NFR,55785,TA107125,Type B,2024-02-11 18:48:56,175.58,59.78,52.02,93,None,3
84922,1,2024-01-25 04:12:27,ST227242892_9,ST530241443_0_0,ST843473827,2374067677,6,P,58028,TA511915,Type B,2024-02-15 15:04:55,491.19,36.3,70.43,37,None,4
72478,1,2024-04-03 14:40:35,ST087368429_6,ST466680809_5_0,ST916764623,2971329641,1,P,58159,TA999832,,2024-01-16 21:22:53,325.75,24.57,56.87,93,None,2
72478,5,2024-03-01 16:46:52,ST202393655_4,ST077664537_0_4,ST876930041,2615947383,7,D,54430,TA887320,,2024-02-26 23:02:49,380.4,50.81,53.8,52,None,4
72478,1,2024-01-23 11:35:39,ST685501159_6,ST894838741_2_7,ST250766015,2374822139,10,D,55868,TA507502,Type B,2024-02-11 09:25:35,262.32,37.94,46.92,18,None,4
72478,3,2024-01-19 07:17:05,ST260943624_7,ST333889954_0_5,ST984061919,2608917422,1,D,57299,TA437515,,2024-02-06 15:52:06,77.17,50.76,57.17,34,None,4
72478,10,2024-01-20 18:33:14,ST396111503_4,ST542629300_6_3,ST177250412,2318893867,3,D,57082,TA591556,Type A,2024-04-01 14:36:28,490.85,52.94,52.55,16,None,4
72478,5,2024-03-27 12:31:55,ST434115154_4,ST558455890_8_5,ST827952887,2666329899,8,NFR,59916,TA857573,Type B,2024-01-04 07:56:06,188.45,11.72,44.93,37,None,2
72478,3,2024-04-08 02:46:22,ST235885901_1,ST430098812_9_8,ST899372094,2986944416,9,D,58635,TA969817,Type B,2024-03-06 10:45:01,340.02,56.37,66.9,42,None,3
72478,7,2024-02-04 13:15:12,ST692664597_9,ST288508329_6_6,ST968393683,2792555758,5,P,52013,TA017856,Type A,2024-03-29 15:27:23,136.59,16.26,77.58,103,None,2
72478,4,2024-01-20 15:55:39,ST938681956_0,ST016899998_9_3,ST814737350,2864963797,10,D,55900,TA036410,Type B,2024-01-30 10:57:31,102.51,57.93,65.99,78,None,4
72478,2,2024-03-19 11:12:33,ST927140176_5,ST927110155_7_0,ST933319680,2263927875,9,P,59654,TA493449,Type A,2024-03-15 19:06:59,156.67,21.61,47.01,101,None,3
57459,7,2024-03-07 05:56:23,ST919970841_6,ST439165817_8_8,ST911018380,2749048550,9,P,56693,TA626240,Type B,2024-03-15 10:18:44,266.8,26.04,65.9,41,None,3
57459,6,2024-03-13 16:58:09,ST257824414_2,ST707715104_8_8,ST390266390,2534722028,3,NFR,59679,TA809393,Type B,2024-03-23 06:50:26,131.09,27.55,70.49,57,None,2
57459,10,2024-04-07 20:34:20,ST507276156_8,ST281251467_5_6,ST224398354,2886888177,7,D,54587,TA224087,,2024-02-23 19:38:34,201.42,28.44,73.65,67,Accident,2
57459,8,2024-02-14 09:58:16,ST521853812_4,ST822916638_5_5,ST272049957,2202062015,9,P,59835,TA157628,,2024-02-03 00:00:14,379.53,41.08,77.99,77,None,5
57459,8,2024-02-06 14:46:48,ST917154683_5,ST956245200_6_5,ST603664595,2366961424,2,P,52720,TA452206,Type B,2024-02-14 12:29:16,178.61,36.53,63.9,28,None,3
57459,4,2024-01-01 12:36:30,ST222388305_9,ST890001614_9_3,ST606788177,2842521652,4,D,57906,TA289227,,2024-01-11 14:08:38,277.93,32.26,49.63,19,None,3
57459,5,2024-03-18 00:32:11,ST746138194_8,ST881852470_4_6,ST025591349,2963640625,10,P,51179,TA638784,Type B,2024-02-20 14:05:28,144.09,25.44,66.07,20,None,3
57459,3,2024-01-21 15:36:44,ST565041894_4,ST448864216_2_3,ST264195374,2709186997,3,D,50176,TA061399,Type A,2024-01-02 07:37:09,471.71,45.18,54.84,21,None,1
57459,8,2024-02-24 02:11:43,ST132949043_0,ST742852515_0_7,ST274007124,2228898244,8,D,52986,TA100651,,2024-03-26 11:20:50,461.77,23.84,40.24,81,None,1
57459,10,2024-03-27 16:09:16,ST649106840_7,ST836209295_7_9,ST267698853,2420040126,8,D,50595,TA940537,,2024-03-10 08:05:01,289.39,36.73,60.93,105,None,1
80930,2,2024-03-03 21:20:48,ST215671562_7,ST912440541_2_3,ST720058637,2157358868,2,D,53782,TA297215,,2024-01-01 16:04:14,386.61,43.78,67.14,113,None,4
80930,9,2024-04-03 13:18:14,ST388371146_7,ST367674593_4_4,ST991624946,2382696584,5,P,50634,TA897851,Type B,2024-02-10 21:51:16,312.48,29.36,45.73,29,Mechanical Issue,4
80930,2,2024-01-21 11:15:40,ST337644218_1,ST023234986_3_1,ST688569137,2012011611,6,NFR,54097,TA538874,,2024-01-13 23:19:32,386.36,24.96,66.03,28,None,2
